enrollment_id,lastlog-firstlog,study days,early events,mid events,late events
3024,19,6,0,0,16
3025,25,19,231,49,167
3029,0,2,0,0,82
3033,27,7,37,170,263
3035,22,5,0,0,9
3036,0,2,0,0,72
3042,2,4,0,0,122
3045,0,1,0,0,4
3048,0,1,0,0,2
3052,12,2,0,0,19
3053,9,6,0,0,33
3055,29,13,151,15,48
3058,12,5,0,0,56
3062,18,15,0,0,27
3063,0,1,0,0,1
3064,26,4,11,9,7
3070,5,2,0,0,0
3073,20,5,0,0,7
3074,1,2,0,0,8
3077,27,19,0,0,11
3079,5,2,0,0,5
3080,1,2,0,0,75
3081,22,13,0,0,41
3082,24,8,0,0,13
3089,7,6,0,0,51
3090,23,9,0,0,63
3095,21,7,42,18,86
3097,26,6,0,0,22
3100,27,6,0,0,21
3101,22,4,0,0,52
3102,22,10,0,0,14
3111,2,3,0,0,39
3112,0,1,0,0,66
3113,13,4,0,0,31
3115,15,6,0,0,48
3121,0,1,0,0,0
3122,25,5,0,0,33
3123,0,1,0,0,1
3129,3,4,0,0,97
3130,29,13,0,0,37
3134,0,1,0,0,7
3135,0,1,0,0,0
3136,0,1,0,0,2
3138,25,6,0,0,54
3141,8,3,0,0,28
3144,26,6,0,0,6
3145,27,13,0,0,15
3146,0,1,0,0,8
3147,26,13,0,0,14
3150,28,15,0,0,45
3151,0,1,0,0,53
3152,17,7,0,0,32
3153,12,2,0,0,5
3156,0,1,0,0,14
3159,20,7,0,0,69
3161,27,9,0,0,13
3162,26,5,0,0,3
3163,9,3,0,0,2
3168,29,15,239,22,150
3169,24,7,0,0,25
3172,24,6,0,0,3
3173,24,5,0,0,35
3174,0,1,0,0,0
3176,0,1,0,0,12
3177,16,8,0,0,30
3179,21,4,0,0,16
3181,22,5,82,8,105
3189,29,4,24,19,69
3192,3,3,0,0,72
3195,0,1,0,0,2
3198,21,3,0,0,2
3200,0,1,0,0,2
3201,29,17,110,46,51
3206,29,16,171,95,65
3207,0,1,0,0,0
3209,13,5,0,58,8
3217,23,5,0,0,29
3220,23,5,0,0,24
3221,8,4,0,0,9
3223,12,3,0,0,4
3231,28,7,110,0,17
3232,27,5,163,111,54
3233,0,1,0,0,0
3237,8,9,0,0,88
3239,7,2,0,0,21
3240,28,16,0,0,108
3241,3,2,0,0,20
3243,0,1,0,0,2
3245,26,10,0,0,38
3250,29,19,273,110,198
3251,26,6,0,0,13
3253,23,9,0,0,19
3254,18,6,56,26,2
3256,28,21,0,0,80
3257,16,4,0,0,5
3262,0,1,0,0,0
3263,20,3,0,0,21
3264,28,6,9,2,24
3270,0,1,0,0,12
3272,1,2,0,0,20
3273,8,5,0,0,33
3275,1,2,0,0,11
3277,4,2,0,0,5
3278,7,2,0,0,1
3280,26,6,0,0,44
3281,20,7,19,156,9
3282,22,3,6,0,6
3283,27,7,0,0,17
3284,27,11,164,158,33
3287,27,15,207,190,50
3289,0,2,0,0,2
3296,24,4,0,0,20
3298,23,3,0,0,7
3300,22,16,56,244,88
3305,22,8,0,0,36
3307,27,14,0,0,25
3308,2,2,0,0,8
3311,20,12,320,50,137
3313,0,1,0,0,33
3315,0,1,0,0,5
3318,0,1,0,0,0
3320,0,1,0,0,25
3323,0,1,0,0,0
3325,3,3,0,0,12
3326,28,11,102,39,65
3327,0,1,0,0,6
3330,26,5,0,0,24
3331,29,14,91,94,65
3332,17,7,0,0,15
3338,26,9,0,0,28
3344,10,2,0,0,45
3346,4,3,0,0,40
3348,7,3,0,0,62
3349,22,2,5,0,5
3350,23,6,0,0,35
3352,28,14,48,24,79
3355,26,10,125,262,0
3358,0,1,0,0,0
3363,7,2,0,0,9
3368,0,1,0,0,13
3369,20,5,0,0,48
3370,12,7,0,0,41
3371,23,2,7,0,0
3375,15,5,0,0,40
3376,0,1,0,0,2
3378,13,4,0,15,19
3381,0,1,0,0,4
3382,27,9,0,0,25
3384,13,4,0,0,3
3387,25,6,0,0,6
3388,27,11,0,0,54
3393,0,1,0,0,12
3394,0,1,0,0,0
3396,0,1,0,0,7
3397,29,10,16,0,2
3399,16,2,0,0,51
3401,20,6,0,0,4
3402,21,8,0,0,30
3404,24,6,0,0,35
3406,0,1,0,0,0
3411,3,3,0,0,45
3413,19,4,0,0,37
3415,26,7,56,52,30
3419,18,5,0,93,233
3421,23,5,0,0,11
3426,22,8,0,0,30
3428,0,1,0,0,2
3429,26,6,0,0,26
3430,28,9,0,0,22
3438,7,2,0,0,1
3441,15,7,0,0,47
3451,0,1,0,0,0
3452,11,4,0,0,0
3454,28,11,55,100,167
3455,15,8,0,0,10
3461,9,2,0,7,0
3465,25,8,0,0,1
3467,7,5,0,0,32
3468,27,6,12,167,0
3469,28,3,2,0,0
3473,20,10,0,0,28
3475,0,1,0,0,13
3476,26,2,0,0,16
3482,0,1,0,0,0
3483,26,3,0,0,2
3486,28,18,0,0,65
3487,0,1,0,0,2
3488,17,16,0,145,68
3489,0,1,0,0,0
3494,0,1,0,0,2
3496,23,5,0,0,7
3498,8,4,0,0,40
3502,28,12,38,8,12
3504,24,3,0,0,8
3505,24,12,0,0,35
3507,0,1,0,0,39
3511,24,5,0,0,3
3514,24,7,0,0,21
3517,0,1,0,0,2
3518,9,4,0,0,26
3519,0,1,0,0,14
3520,21,3,2,0,4
3527,26,10,0,0,18
3531,0,1,0,0,0
3534,0,1,0,0,24
3537,0,1,0,0,0
3539,0,1,0,0,7
3543,0,1,0,0,0
3545,0,1,0,0,0
3557,0,1,0,0,25
3558,25,6,0,0,15
3559,1,3,0,0,127
3561,0,1,0,0,97
3564,8,2,0,3,5
3565,0,1,0,0,10
3566,26,8,0,0,20
3567,14,5,0,0,37
3570,0,1,0,0,6
3573,26,9,0,0,1
3575,27,4,43,0,3
3576,23,13,0,0,40
3578,0,1,0,0,2
3580,19,11,7,9,0
3581,3,3,0,0,45
3583,27,11,0,0,19
3586,26,10,0,0,22
3589,7,5,0,0,47
3593,27,8,0,0,30
3600,25,5,0,0,35
3601,5,2,0,0,9
3604,26,9,0,0,25
3605,22,3,0,0,3
3613,0,1,0,0,6
3616,12,4,0,0,50
3619,22,7,0,0,72
3625,0,1,0,0,2
3628,26,5,0,0,39
3629,0,1,0,0,2
3631,21,7,0,0,32
3633,0,1,0,0,8
3636,24,7,0,0,68
3641,25,6,0,0,27
3645,25,5,0,0,3
3648,1,3,0,0,245
3652,27,14,92,24,29
3654,10,3,0,0,12
3656,27,5,156,51,0
3659,13,5,0,0,42
3660,0,1,0,0,2
3661,20,9,0,0,14
3666,25,17,0,0,58
3672,26,4,0,0,22
3673,21,3,6,1,107
3683,28,6,0,0,9
3689,26,8,0,0,31
3690,21,9,0,0,15
3697,22,7,0,0,3
3700,27,8,0,0,26
3701,23,9,0,0,49
3703,5,3,0,0,60
3705,24,14,0,0,2
3713,27,6,0,0,4
3714,10,3,0,0,37
3716,28,5,8,6,8
3719,0,1,0,0,7
3720,15,2,0,0,11
3722,23,4,0,0,17
3724,0,2,0,0,8
3728,26,3,0,0,11
3731,0,1,0,0,8
3735,0,1,0,0,9
3741,23,5,0,0,5
3743,4,2,0,0,0
3749,27,7,0,0,34
3755,3,3,0,0,59
3757,0,1,0,0,0
3760,16,8,0,0,47
3764,28,12,0,0,52
3768,2,3,0,0,75
3777,26,12,0,0,35
3780,29,22,0,0,27
3783,27,5,0,0,22
3784,25,10,24,129,12
3785,27,9,93,5,15
3791,0,1,0,0,14
3794,23,5,0,0,8
3798,27,7,0,0,39
3805,25,9,97,25,71
3811,1,3,0,0,32
3814,26,14,0,0,19
3815,1,2,0,0,32
3821,0,1,0,0,10
3826,24,4,0,0,6
3827,29,10,65,21,16
3828,27,8,0,0,29
3832,26,6,0,0,40
3838,0,1,0,0,8
3839,0,1,0,0,2
3840,7,2,0,0,13
3848,0,1,0,0,1
3850,0,1,0,0,2
3852,15,8,0,0,51
3853,20,10,47,54,22
3855,13,2,0,0,2
3858,17,8,0,0,30
3859,0,1,0,0,2
3873,2,3,0,0,98
3881,27,7,0,0,44
3888,27,7,0,0,16
3889,22,2,0,0,0
3890,27,15,0,0,32
3893,2,2,0,0,7
3894,24,9,0,0,66
3896,0,1,0,0,0
3906,27,10,0,0,43
3908,9,2,0,0,19
3913,0,1,0,0,4
3914,0,1,0,0,4
3915,26,13,0,0,24
3919,7,4,0,0,48
3920,27,7,0,0,32
3925,8,2,0,0,29
3927,27,8,167,19,62
3929,16,4,0,81,3
3935,27,10,0,0,5
3936,24,13,7,55,6
3939,29,13,0,0,35
3946,27,11,154,337,83
3947,25,9,0,0,58
3950,23,14,0,0,34
3951,26,4,0,0,29
3953,9,6,0,0,51
3954,13,3,0,0,16
3956,22,6,0,0,39
3957,24,5,0,0,42
3959,16,5,0,0,32
3960,0,1,0,0,0
3964,22,6,0,0,13
3966,8,6,0,0,33
3972,18,4,0,0,2
3975,0,1,0,0,0
3982,0,1,24,0,0
3987,21,3,7,0,9
3989,9,3,10,10,0
4000,16,2,7,0,12
4001,9,4,56,0,0
4002,0,1,11,0,0
4006,7,2,34,13,0
4010,0,1,2,0,0
4013,0,1,10,0,0
4017,2,4,34,0,0
4021,16,6,24,17,11
4024,22,14,182,56,16
4026,3,3,35,0,0
4028,7,2,0,0,0
4029,0,1,6,0,0
4035,0,1,0,0,0
4039,0,2,44,0,0
4040,28,3,28,0,1
4044,1,2,7,0,0
4046,0,1,12,0,0
4052,1,3,8,0,0
4054,16,4,37,0,0
4056,2,2,25,0,0
4061,0,1,6,0,0
4064,13,8,57,5,0
4065,0,1,5,0,0
4066,0,1,2,0,0
4072,24,10,72,31,9
4081,3,2,16,0,0
4088,0,1,2,0,0
4090,0,1,9,0,0
4091,3,2,36,0,0
4095,26,20,54,140,27
4101,3,2,4,0,0
4105,27,10,96,2,26
4112,3,2,17,0,0
4114,6,3,32,0,0
4116,0,1,5,0,0
4117,3,2,27,0,0
4124,7,2,7,3,0
4125,20,2,0,0,3
4127,19,8,71,57,19
4133,27,9,13,120,47
4134,3,2,16,0,0
4135,0,1,2,0,0
4136,17,8,30,25,0
4138,0,1,6,0,0
4141,0,1,4,0,0
4143,20,8,84,1,49
4145,0,1,4,0,0
4148,7,4,34,0,0
4150,2,3,72,0,0
4157,15,3,9,0,8
4160,0,1,2,0,0
4161,0,1,0,0,0
4163,6,2,5,6,0
4164,11,2,12,54,0
4168,26,2,2,0,14
4169,0,1,2,0,0
4170,3,2,13,0,0
4173,20,5,35,7,5
4176,21,18,117,301,375
4179,22,4,13,0,48
4185,27,12,6,176,46
4186,27,7,34,19,8
4187,20,5,20,20,1
4192,29,18,115,92,567
4194,0,1,0,12,0
4197,14,11,0,323,101
4200,15,7,0,108,7
4206,0,1,0,3,0
4208,23,4,54,80,102
4211,0,1,0,0,0
4213,25,15,73,391,366
4217,16,7,7,100,153
4219,13,4,66,1,0
4220,27,21,44,118,20
4221,17,9,66,19,62
4222,25,11,10,19,64
4223,0,1,0,6,0
4227,18,7,11,68,40
4228,15,5,25,2,29
4230,22,8,34,54,21
4232,15,6,178,157,30
4233,27,19,62,53,37
4234,17,5,2,50,16
4236,27,22,49,52,34
4237,21,11,77,6,36
4241,27,17,207,106,195
4244,2,3,0,0,32
4249,28,17,80,102,77
4266,19,10,0,169,282
4268,10,5,55,25,0
4272,26,5,12,3,81
4274,20,5,5,20,31
4276,19,9,30,233,9
4278,27,7,59,0,43
4280,0,1,0,8,0
4283,0,1,2,0,0
4284,25,7,13,27,3
4292,7,5,10,25,0
4295,0,1,0,0,0
4296,22,5,10,118,7
4299,25,17,234,254,234
4300,29,19,24,46,299
4301,12,3,13,4,0
4303,29,14,5,310,493
4305,0,1,0,0,0
4306,19,8,159,0,0
4311,0,1,0,0,0
4317,28,15,228,89,170
4319,25,6,61,47,23
4324,14,5,0,92,54
4329,13,3,2,0,0
4331,28,12,90,266,177
4332,1,2,3,5,0
4334,1,2,0,10,0
4338,0,1,0,0,2
4340,27,7,37,61,33
4342,16,11,0,160,65
4352,7,5,0,74,1
4353,29,20,173,54,78
4355,19,18,421,278,0
4359,10,6,0,0,295
4361,1,2,0,20,0
4365,23,6,9,228,84
4366,28,14,5,173,187
4374,29,16,35,32,35
4377,29,22,108,231,350
4378,2,2,1,0,0
4383,13,9,0,77,31
4384,10,6,0,35,36
4390,21,6,65,22,15
4391,15,7,0,337,299
4392,23,11,17,33,21
4395,27,6,35,9,2
4396,20,13,66,56,83
4397,27,10,64,2,107
4406,26,13,56,27,20
4407,4,2,8,1,0
4408,1,3,0,0,59
4410,29,13,35,45,100
4415,29,9,77,33,62
4416,0,1,0,95,0
4419,19,6,19,0,0
4420,15,5,0,77,97
4422,3,4,0,28,0
4425,3,2,17,21,0
4430,2,3,0,4,0
4435,25,17,127,138,16
4437,28,12,131,23,43
4439,29,16,157,90,201
4441,5,6,0,176,0
4444,25,17,79,126,20
4447,18,8,0,49,39
4449,22,9,41,350,153
4451,0,1,0,0,0
4456,27,11,17,0,281
4459,29,9,14,47,58
4462,24,20,77,233,180
4473,0,1,0,0,0
4474,9,5,0,21,19
4475,28,21,183,120,422
4479,19,9,22,118,4
4481,28,30,367,83,267
4482,28,7,20,1,45
4483,14,8,64,105,39
4487,17,2,15,0,0
4489,28,8,81,29,40
4493,24,14,44,48,2
4495,9,5,3,96,0
4496,28,13,242,263,320
4499,26,5,35,4,4
4507,29,29,181,9,79
4509,8,2,6,1,0
4511,27,7,32,68,12
4512,0,2,16,0,0
4521,3,3,0,121,16
4531,0,1,2,0,0
4532,29,8,42,33,36
4534,24,8,42,139,0
4544,19,10,85,126,25
4546,3,3,0,44,0
4548,23,15,158,0,16
4550,20,14,128,55,57
4552,27,14,50,141,126
4555,0,1,0,14,0
4556,0,1,3,0,0
4559,0,1,0,0,107
4560,2,2,0,34,0
4566,27,9,27,48,11
4568,0,1,0,0,0
4570,24,2,1,0,37
4571,25,15,178,16,49
4574,10,3,0,14,20
4578,24,16,17,6,4
4583,25,6,138,0,43
4584,27,20,196,250,198
4585,11,7,0,87,26
4587,24,7,15,112,2
4588,17,8,9,219,85
4595,22,6,118,319,106
4598,14,7,151,96,30
4600,27,18,246,49,9
4602,0,1,47,0,0
4604,27,11,109,20,47
4606,18,9,29,100,5
4610,7,3,0,57,0
4613,28,9,122,8,190
4616,25,18,317,256,235
4617,2,2,0,0,39
4619,0,1,0,0,0
4620,9,2,0,0,38
4622,27,9,65,55,34
4625,18,8,51,9,38
4626,21,10,16,41,20
4627,16,8,6,77,42
4629,0,1,0,0,0
4630,11,10,0,409,8
4633,15,2,0,0,0
4635,0,2,0,41,0
4637,13,9,0,70,25
4638,23,16,248,379,417
4644,28,7,37,25,35
4646,9,3,68,0,0
4647,21,13,52,35,33
4651,23,6,116,1,44
4655,23,7,81,0,0
4656,21,11,0,286,62
4657,16,7,0,51,44
4658,10,8,189,150,0
4659,29,21,98,45,165
4663,18,5,51,39,0
4664,29,16,72,34,71
4667,0,1,0,2,0
4670,26,10,6,31,12
4676,22,15,67,209,463
4677,21,10,58,94,117
4683,29,30,993,658,1040
4690,14,9,0,66,64
4693,27,16,99,647,177
4711,21,6,71,4,10
4714,20,3,54,0,0
4717,9,3,3,25,0
4721,0,1,34,0,0
4722,21,5,2,31,29
4724,24,6,44,24,25
4727,0,1,0,4,0
4728,0,2,0,6,0
4732,26,7,87,67,42
4733,12,3,3,199,13
4735,0,1,0,13,0
4737,21,12,14,90,48
4738,0,1,2,0,0
4742,0,1,0,0,0
4745,13,6,42,21,0
4746,27,16,48,218,598
4747,28,16,39,103,74
4748,24,6,41,19,18
4751,21,5,239,0,198
4753,5,3,0,2,7
4758,25,14,51,5,50
4765,17,8,0,106,19
4768,3,2,5,0,0
4772,0,1,0,0,0
4774,13,6,27,43,0
4775,15,10,30,12,0
4776,6,2,1,28,0
4780,0,1,0,0,0
4783,0,1,0,0,0
4785,27,10,31,5,4
4788,28,10,60,85,239
4790,2,3,55,0,0
4807,22,6,63,85,23
4808,28,20,237,113,417
4813,0,1,0,3,0
4817,22,8,27,28,14
4818,21,4,10,0,27
4819,1,2,96,0,0
4825,28,6,40,38,62
4831,25,15,55,56,66
4832,21,7,0,1,39
4835,17,4,23,22,23
4837,0,1,0,0,0
4838,0,1,0,43,0
4839,28,16,226,231,152
4842,6,3,0,106,3
4843,2,3,0,6,0
4846,0,1,0,0,0
4851,0,1,0,0,0
4854,8,3,12,1,0
4855,21,3,6,22,9
4856,0,1,0,0,0
4858,24,12,38,221,115
4859,0,1,0,6,0
4860,16,4,0,196,171
4861,5,3,0,0,56
4867,0,1,0,8,0
4869,26,9,78,6,55
4875,0,1,0,0,4
4876,2,2,13,0,0
4877,22,11,294,249,52
4878,10,8,0,55,155
4879,5,4,7,5,0
4884,0,1,0,1,0
4886,26,15,88,61,8
4887,20,2,108,0,0
4888,29,23,58,49,38
4889,11,6,12,57,1
4890,27,11,31,21,31
4893,18,8,0,96,37
4895,25,7,87,63,106
4897,29,20,100,320,337
4898,24,17,170,8,97
4899,27,17,55,337,368
4900,26,18,236,113,66
4901,0,1,0,7,0
4905,25,19,66,129,147
4907,28,11,69,0,48
4908,0,1,0,0,0
4910,29,8,4,39,74
4914,0,1,0,5,0
4916,0,1,0,0,0
4919,5,5,0,70,0
4927,1,3,0,60,0
4930,17,6,7,28,8
4934,28,12,48,18,11
4937,28,8,61,0,106
4938,2,2,57,9,0
4941,0,1,0,0,0
4947,1,2,0,18,0
4948,5,3,0,8,0
4954,15,5,0,78,8
4956,18,6,280,5,4
4960,5,5,18,0,0
4965,20,10,44,275,224
4966,16,4,1,15,8
4973,28,18,145,422,207
4975,16,11,0,333,154
4976,24,11,468,420,301
4985,0,1,0,0,0
4987,0,1,0,32,0
4988,0,1,0,0,0
4989,28,10,18,313,8
4994,22,17,25,265,245
4997,29,13,13,46,958
4998,27,11,340,27,21
5003,15,6,33,13,0
5005,16,9,25,241,6
5007,13,11,0,61,95
5008,12,3,60,39,0
5009,28,5,49,0,46
5011,2,3,0,135,0
5017,16,6,7,99,0
5026,0,1,17,0,0
5027,11,4,18,33,0
5028,24,5,22,0,19
5030,0,1,0,2,0
5032,19,3,5,0,2
5033,0,1,23,0,0
5035,15,4,56,2,0
5038,19,16,0,137,131
5039,0,1,0,0,0
5040,26,24,138,5,108
5042,2,3,0,26,0
5047,28,13,62,22,12
5049,0,1,0,0,0
5051,27,11,2,55,42
5052,0,1,0,0,0
5056,7,6,166,132,0
5057,21,13,22,70,91
5058,29,13,115,2,41
5059,28,18,274,4,328
5061,0,2,0,0,0
5062,27,15,130,36,180
5063,22,11,6,38,20
5076,2,2,16,0,0
5083,29,22,285,5,107
5084,29,22,226,105,114
5085,8,4,19,8,0
5086,26,20,312,216,125
5088,2,3,0,137,0
5092,12,11,108,1,0
5099,0,1,0,0,0
5101,19,6,65,4,12
5103,3,4,23,0,0
5106,15,5,0,6,78
5110,0,2,0,55,0
5112,27,9,8,86,92
5114,28,12,54,5,90
5116,0,1,0,45,0
5117,3,3,0,0,62
5125,15,2,0,0,0
5136,9,4,12,10,0
5137,21,2,2,0,2
5145,28,9,91,196,286
5148,27,14,79,28,58
5149,29,16,108,48,151
5150,22,6,60,0,47
5155,22,15,376,85,24
5158,27,9,119,26,69
5159,20,8,76,561,203
5160,0,1,0,11,0
5162,0,1,0,0,8
5167,0,2,23,0,0
5171,6,4,0,52,54
5172,0,1,0,0,0
5174,0,1,0,0,0
5176,0,1,3,0,0
5177,29,30,94,19,43
5178,26,7,21,27,1
5179,24,14,69,182,119
5181,28,16,64,26,15
5182,26,8,4,7,111
5185,24,10,6,0,75
5187,28,7,92,2,87
5190,0,1,0,4,0
5191,10,5,0,0,58
5197,17,5,58,1,0
5199,0,1,0,3,0
5203,27,13,75,29,20
5206,4,2,0,2,0
5212,0,2,0,50,0
5213,12,5,0,40,14
5214,18,17,20,286,126
5216,4,2,0,14,0
5225,5,2,0,28,1
5226,29,17,96,16,85
5229,16,7,12,8,0
5230,0,1,0,0,0
5231,24,7,22,11,9
5238,0,1,0,0,0
5239,0,1,0,0,0
5241,15,5,19,26,0
5243,4,6,17,0,0
5245,13,5,36,22,0
5246,16,16,0,163,227
5249,11,6,39,26,0
5253,14,2,0,8,4
5254,6,4,0,75,0
5256,0,1,0,4,0
5262,11,2,5,57,0
5267,21,9,17,62,223
5268,11,3,39,2,0
5271,0,1,0,117,0
5273,0,1,3,0,0
5274,15,2,0,0,0
5275,0,1,0,0,0
5277,15,2,6,0,5
5278,27,7,48,38,24
5282,13,7,70,35,0
5285,6,5,0,0,560
5290,26,16,130,149,120
5291,24,13,174,225,407
5292,11,3,8,39,0
5293,2,2,82,0,0
5300,25,11,110,83,58
5302,27,10,65,29,77
5313,23,3,3,3,69
5314,0,1,0,5,0
5316,24,8,41,29,39
5317,11,2,3,2,0
5318,18,5,7,0,3
5328,13,5,144,66,0
5329,27,15,273,81,182
5330,6,2,0,0,0
5333,3,3,0,89,0
5334,22,5,28,0,45
5335,25,15,100,58,153
5336,23,10,87,115,99
5339,26,24,298,390,494
5343,13,5,0,85,7
5351,5,3,103,99,0
5357,25,11,37,37,34
5360,21,12,13,14,12
5362,19,3,0,1,1
5367,0,1,0,2,0
5369,29,9,28,28,71
5370,8,6,56,0,0
5374,0,1,0,0,0
5375,28,8,55,6,31
5381,0,1,0,0,0
5382,23,8,126,2,3
5384,17,7,0,160,53
5385,2,2,13,0,0
5386,16,2,0,0,2
5393,28,19,72,56,86
5398,20,16,9,27,111
5405,17,5,228,0,68
5411,18,7,0,40,5
5413,15,6,56,175,33
5416,24,22,119,135,161
5417,0,1,0,0,0
5419,0,1,0,5,0
5425,26,13,11,54,72
5428,24,7,60,73,23
5429,24,3,0,2,8
5433,15,2,0,0,0
5435,7,2,11,2,0
5438,26,8,64,92,119
5447,10,3,21,0,0
5449,29,12,94,2,75
5451,24,7,35,3,2
5455,11,2,2,0,0
5456,22,7,0,77,382
5460,26,24,58,32,289
5463,22,17,451,303,85
5467,0,1,0,0,54
5471,16,11,0,136,85
5475,19,10,56,13,2
5476,8,2,0,0,0
5478,18,10,26,294,259
5480,26,15,103,287,58
5481,1,2,0,0,43
5482,27,10,48,227,130
5483,15,9,85,78,0
5485,24,4,45,36,47
5490,0,1,0,11,0
5493,28,14,110,50,50
5500,0,1,0,0,3
5501,6,2,0,0,11
5503,9,8,61,25,0
5508,26,12,31,5,43
5509,0,1,0,0,0
5510,0,1,0,0,0
5512,21,8,15,149,80
5513,17,8,2,95,14
5514,5,2,0,5,0
5518,8,3,0,0,0
5519,5,4,0,43,0
5520,0,2,0,39,0
5523,6,2,0,0,0
5525,28,11,38,9,87
5529,15,5,0,149,65
5530,9,7,34,7,0
5532,0,1,0,6,0
5534,11,2,0,0,0
5537,18,8,18,270,202
5538,15,5,0,14,17
5543,11,3,17,5,0
5544,13,2,2,12,0
5545,25,5,6,114,31
5546,11,4,5,62,0
5551,0,1,0,0,0
5557,23,3,2,4,0
5558,0,1,0,0,0
5562,0,1,0,2,0
5576,29,14,57,193,286
5578,19,5,11,79,36
5581,0,1,0,1,0
5585,0,1,0,3,0
5588,13,2,0,0,0
5594,0,1,0,0,0
5595,15,8,0,24,46
5597,28,13,101,2,86
5598,0,1,0,99,0
5599,0,1,0,0,0
5600,8,2,2,23,0
5602,9,8,211,262,0
5604,28,18,216,73,153
5606,15,8,0,20,7
5609,15,9,0,228,111
5612,11,2,10,45,0
5614,13,2,2,6,0
5617,8,2,27,18,0
5622,26,8,47,33,34
5625,0,1,0,0,17
5627,28,22,316,252,323
5630,3,4,0,60,0
5631,29,19,85,28,538
5635,1,3,0,5,0
5641,9,2,0,11,16
5651,26,7,94,116,69
5652,0,1,2,0,0
5654,0,1,0,0,1
5656,22,5,30,1,43
5657,15,4,0,2,125
5659,15,5,0,96,4
5661,25,15,49,40,54
5663,0,2,0,1,0
5664,20,8,23,12,11
5665,28,6,258,0,1
5666,14,4,0,0,0
5667,0,1,0,0,0
5671,16,5,0,108,9
5672,2,3,0,4,0
5673,16,3,0,6,3
5676,16,3,0,2,15
5677,9,4,0,17,78
5678,15,6,32,32,23
5681,0,1,0,4,0
5683,3,3,10,0,0
5685,16,2,0,23,0
5687,15,7,0,31,58
5688,5,3,0,3,36
5691,25,9,19,56,138
5693,18,17,0,220,150
5696,0,1,0,7,0
5702,14,3,87,37,0
5704,17,2,22,0,3
5707,29,12,3,172,379
5719,28,12,46,22,73
5721,22,16,22,34,52
5724,3,2,0,2,0
5727,14,9,0,47,82
5728,0,2,0,0,8
5732,2,2,0,4,0
5733,0,1,0,0,0
5735,1,2,12,0,0
5739,0,1,0,0,0
5743,16,11,0,56,26
5748,26,8,78,97,184
5749,14,3,4,37,0
5750,0,1,0,0,4
5752,0,1,9,0,0
5756,28,16,155,54,97
5759,14,13,57,39,0
5760,29,9,63,43,66
5761,0,1,0,0,23
5762,2,2,2,0,0
5763,18,6,44,2,5
5770,13,4,31,22,0
5773,13,4,0,0,0
5774,28,11,166,129,238
5777,0,1,0,0,0
5785,25,10,84,1,23
5786,12,6,8,11,0
5788,26,10,30,18,35
5789,0,2,40,0,0
5790,27,20,112,98,386
5792,28,23,130,144,228
5793,10,4,0,7,24
5795,9,3,0,54,6
5799,0,1,0,0,0
5802,0,1,0,2,0
5803,29,12,5,74,93
5804,28,4,9,0,21
5814,0,1,0,1,0
5816,11,3,9,3,0
5819,6,2,0,0,0
5821,18,12,70,39,36
5822,16,4,0,47,19
5826,20,13,100,2,20
5827,0,1,0,2,0
5828,28,16,88,34,66
5829,26,10,41,3,46
5831,0,1,0,0,0
5834,14,6,0,62,4
5836,23,9,33,192,8
5839,2,3,0,0,22
5843,24,6,14,0,14
5845,8,4,6,1,0
5846,16,10,180,225,106
5848,4,2,1,0,0
5852,0,1,0,5,0
5854,21,12,96,42,25
5855,24,6,59,7,5
5860,12,2,13,9,0
5861,0,1,17,0,0
5862,12,11,111,289,0
5864,27,13,188,305,235
5865,19,9,7,9,6
5866,18,12,0,149,103
5869,0,1,16,0,0
5871,22,9,0,0,161
5872,18,9,67,260,75
5873,0,1,0,8,0
5874,1,2,6,7,0
5876,0,1,0,5,0
5878,26,10,116,18,44
5879,0,1,0,6,0
5880,23,8,65,35,18
5881,27,10,91,29,33
5882,24,16,147,478,7
5887,22,11,72,33,30
5888,6,5,4,105,0
5891,0,1,16,0,0
5895,26,11,32,48,27
5899,0,2,0,16,0
5902,28,6,12,46,40
5905,18,9,5,176,256
5908,5,2,5,2,0
5912,16,8,17,66,0
5914,22,7,42,24,66
5915,22,10,158,108,18
5919,23,9,36,4,17
5924,9,2,0,0,0
5927,11,5,22,25,0
5929,0,1,0,10,0
5930,25,10,61,17,202
5932,0,1,0,0,0
5933,0,1,0,0,0
5936,28,18,95,81,68
5937,2,2,6,0,0
5939,14,3,7,11,0
5944,24,9,53,77,65
5947,29,10,67,20,87
5950,20,13,18,130,3
5956,0,1,45,0,0
5961,22,2,2,0,2
5971,0,2,0,8,0
5973,15,5,52,9,0
5974,0,1,0,0,0
5979,0,1,0,27,0
5981,14,2,9,3,0
5985,5,2,27,0,0
5986,1,2,0,0,28
5988,20,9,97,4,1
5993,0,1,20,0,0
5994,0,2,0,0,19
5999,11,4,23,25,0
6001,7,3,0,64,30
6004,2,2,0,0,0
6007,0,1,0,0,0
6011,10,2,0,3,1
6015,21,4,21,0,57
6016,14,8,43,5,0
6018,18,8,2,59,23
6023,29,9,17,4,8
6026,11,4,36,0,0
6032,4,3,0,16,14
6034,0,1,0,25,0
6035,21,10,218,43,123
6037,17,4,4,0,7
6039,27,14,92,25,20
6041,0,1,12,0,0
6042,5,2,0,49,0
6044,0,1,2,0,0
6046,0,1,0,0,0
6057,9,5,0,6,182
6059,7,5,0,43,0
6061,21,12,57,43,22
6069,17,10,53,5,30
